Start,AQI_CO,AQI_NO2,AQI_O3,AQI_PM10,AQI_PM25,AQI_SO2,Overall_AQI,Overall_AQI_Smoothed
2004-03-01 00:00:00,19.318182386363638,60.58695652173913,9.959634965030054,56.93939393939394,69.71673819742489,8.571428571428571,69.71673819742489,
2004-03-01 01:00:00,18.18181846590909,52.06521739130435,9.959634965030054,56.93939393939394,69.71673819742489,0.0,69.71673819742489,
2004-03-01 02:00:00,17.80303049242424,43.39622641509434,9.959634965030054,56.93939393939394,69.71673819742489,7.142857142857143,69.71673819742489,
2004-03-01 03:00:00,17.329545539772727,33.9622641509434,9.959634965030054,56.93939393939394,69.71673819742489,0.0,69.71673819742489,
2004-03-01 04:00:00,17.045454568181817,36.79245283018868,9.959634965030054,56.93939393939394,69.71673819742489,0.0,69.71673819742489,
2004-03-01 05:00:00,16.85606058712121,37.735849056603776,9.959634965030054,56.93939393939394,69.71673819742489,0.0,69.71673819742489,
2004-03-01 06:00:00,16.883116866883118,42.45283018867924,9.959634965030054,56.93939393939394,69.71673819742489,0.0,69.71673819742489,
2004-03-01 07:00:00,17.32954536931818,56.32608695652174,9.959634965030054,56.93939393939394,69.71673819742489,18.571428571428573,69.71673819742489,
2004-03-01 08:00:00,19.176136207386364,73.36956521739131,9.959634965030054,56.93939393939394,69.71673819742489,0.0,73.36956521739131,
2004-03-01 09:00:00,21.590909005681816,82.95652173913044,9.959634965030054,56.93939393939394,69.71673819742489,0.0,82.95652173913044,
2004-03-01 10:00:00,22.44318159090909,75.5,9.959634965030054,56.93939393939394,69.71673819742489,38.57142857142857,75.5,
2004-03-01 11:00:00,23.15340886363636,71.23913043478261,9.959634965030054,56.93939393939394,69.71673819742489,0.0,71.23913043478261,
2004-03-01 12:00:00,23.57954532670454,68.04347826086956,9.959634965030054,56.93939393939394,69.71673819742489,40.0,69.71673819742489,
2004-03-01 13:00:00,23.863636292613634,58.45652173913044,9.959634965030054,56.93939393939394,69.71673819742489,0.0,69.71673819742489,
2004-03-01 14:00:00,24.147727272727273,59.52173913043478,9.959634965030054,56.93939393939394,69.71673819742489,21.42857142857143,69.71673819742489,
2004-03-01 15:00:00,23.721590980113636,63.78260869565217,9.959634965030054,56.93939393939394,69.71673819742489,22.857142857142858,69.71673819742489,
2004-03-01 16:00:00,21.732954644886362,66.97826086956522,9.959634965030054,56.93939393939394,69.71673819742489,24.285714285714285,69.71673819742489,
2004-03-01 17:00:00,19.744318139204545,78.69565217391305,9.959634965030054,56.93939393939394,69.71673819742489,25.714285714285715,78.69565217391305,
2004-03-01 18:00:00,19.46022734375,84.02173913043478,9.959634965030054,56.93939393939394,69.71673819742489,0.0,84.02173913043478,
2004-03-01 19:00:00,20.170454786931817,95.73913043478261,9.959634965030054,56.93939393939394,69.71673819742489,25.714285714285715,95.73913043478261,
2004-03-01 20:00:00,21.448863664772727,101.1891891891892,9.959634965030054,56.93939393939394,69.71673819742489,27.142857142857142,101.1891891891892,
2004-03-01 21:00:00,24.147727272727273,103.27027027027027,9.959634965030054,56.93939393939394,69.71673819742489,28.571428571428573,103.27027027027027,
2004-03-01 22:00:00,27.840909289772725,104.02702702702703,9.959634965030054,56.93939393939394,69.71673819742489,0.0,104.02702702702703,
2004-03-01 23:00:00,30.96590936079545,103.27027027027027,9.959634965030054,56.93939393939394,69.71673819742489,21.42857142857143,103.27027027027027,78.31650385223813
2004-03-02 00:00:00,33.38068198863637,101.56756756756756,9.959634965030054,62.13636363636364,92.84978540772534,18.571428571428573,101.56756756756756,79.64362174266074
2004-03-02 01:00:00,34.801136534090915,88.28260869565219,9.959634965030054,62.13636363636364,92.84978540772534,0.0,92.84978540772534,80.6074987097566
2004-03-02 02:00:00,35.937500269886364,80.82608695652175,9.959634965030054,62.13636363636364,92.84978540772534,17.142857142857142,92.84978540772534,81.57137567685244
2004-03-02 03:00:00,35.653409289772725,74.43478260869566,9.959634965030054,62.13636363636364,92.84978540772534,21.42857142857143,92.84978540772534,82.5352526439483
2004-03-02 04:00:00,35.22727299715909,70.17391304347827,9.959634965030054,62.13636363636364,92.84978540772534,0.0,92.84978540772534,83.49912961104415
2004-03-02 05:00:00,32.95454569602273,71.23913043478261,9.959634965030054,62.13636363636364,92.84978540772534,21.42857142857143,92.84978540772534,84.46300657814
2004-03-02 06:00:00,29.687499971590903,68.04347826086956,9.959634965030054,62.13636363636364,92.84978540772534,24.285714285714285,92.84978540772534,85.42688354523585
2004-03-02 07:00:00,27.556818153409086,70.17391304347827,9.959634965030054,62.13636363636364,92.84978540772534,0.0,92.84978540772534,86.39076051233171
2004-03-02 08:00:00,28.83522704545454,94.67391304347827,9.959634965030054,62.13636363636364,92.84978540772534,44.285714285714285,94.67391304347827,87.27844167175199
2004-03-02 09:00:00,30.539772571022723,100.0,9.959634965030054,62.13636363636364,92.84978540772534,42.85714285714286,100.0,87.98858659928823
2004-03-02 10:00:00,30.82386355113636,95.73913043478261,9.959634965030054,62.13636363636364,92.84978540772534,41.42857142857143,95.73913043478261,88.83188370073749
2004-03-02 11:00:00,30.255681590909088,72.30434782608695,9.959634965030054,62.13636363636364,92.84978540772534,34.285714285714285,92.84978540772534,89.73232765794346
2004-03-02 12:00:00,29.403409005681816,69.1086956521739,9.959634965030054,62.13636363636364,92.84978540772534,0.0,92.84978540772534,90.6962046250393
2004-03-02 13:00:00,28.977272698863636,68.04347826086956,9.959634965030054,62.13636363636364,92.84978540772534,40.0,92.84978540772534,91.66008159213516
