,Samplingpoint,Pollutant,Start,Value,Unit
12458,IT/SPO-IT0764A_00005_501,5,2004-05-18,27.0,ug.m-3
12459,IT/SPO-IT0764A_00005_501,5,2004-05-19,32.0,ug.m-3
12460,IT/SPO-IT0764A_00005_501,5,2004-05-20,24.0,ug.m-3
12461,IT/SPO-IT0764A_00005_501,5,2004-05-21,18.0,ug.m-3
12462,IT/SPO-IT0764A_00005_501,5,2004-05-22,0.0,ug.m-3
12463,IT/SPO-IT0764A_00005_501,5,2004-05-23,2.0,ug.m-3
12464,IT/SPO-IT0764A_00005_501,5,2004-05-24,14.0,ug.m-3
12465,IT/SPO-IT0764A_00005_501,5,2004-05-25,27.0,ug.m-3
12466,IT/SPO-IT0764A_00005_501,5,2004-05-26,39.0,ug.m-3
12467,IT/SPO-IT0764A_00005_501,5,2004-05-27,26.0,ug.m-3
12468,IT/SPO-IT0764A_00005_501,5,2004-05-28,13.0,ug.m-3
12469,IT/SPO-IT0764A_00005_501,5,2004-05-29,25.0,ug.m-3
12470,IT/SPO-IT0764A_00005_501,5,2004-05-30,18.0,ug.m-3
12471,IT/SPO-IT0764A_00005_501,5,2004-05-31,28.0,ug.m-3
12472,IT/SPO-IT0764A_00005_501,5,2004-06-01,33.0,ug.m-3
12473,IT/SPO-IT0764A_00005_501,5,2004-06-02,16.0,ug.m-3
12474,IT/SPO-IT0764A_00005_501,5,2004-06-03,13.0,ug.m-3
12475,IT/SPO-IT0764A_00005_501,5,2004-06-04,15.0,ug.m-3
12476,IT/SPO-IT0764A_00005_501,5,2004-06-05,9.0,ug.m-3
12477,IT/SPO-IT0764A_00005_501,5,2004-06-06,8.0,ug.m-3
12478,IT/SPO-IT0764A_00005_501,5,2004-06-07,20.0,ug.m-3
12479,IT/SPO-IT0764A_00005_501,5,2004-06-08,33.0,ug.m-3
12480,IT/SPO-IT0764A_00005_501,5,2004-06-09,32.0,ug.m-3
12481,IT/SPO-IT0764A_00005_501,5,2004-06-10,26.0,ug.m-3
12482,IT/SPO-IT0764A_00005_501,5,2004-06-11,27.0,ug.m-3
12483,IT/SPO-IT0764A_00005_501,5,2004-06-12,21.0,ug.m-3
12484,IT/SPO-IT0764A_00005_501,5,2004-06-13,7.0,ug.m-3
12485,IT/SPO-IT0764A_00005_501,5,2004-06-14,13.0,ug.m-3
12486,IT/SPO-IT0764A_00005_501,5,2004-06-15,14.0,ug.m-3
12487,IT/SPO-IT0764A_00005_501,5,2004-06-16,20.0,ug.m-3
12488,IT/SPO-IT0764A_00005_501,5,2004-06-17,0.0,ug.m-3
12489,IT/SPO-IT0764A_00005_501,5,2004-06-18,55.0,ug.m-3
12490,IT/SPO-IT0764A_00005_501,5,2004-06-19,40.0,ug.m-3
12491,IT/SPO-IT0764A_00005_501,5,2004-06-20,12.0,ug.m-3
12492,IT/SPO-IT0764A_00005_501,5,2004-06-21,19.0,ug.m-3
12493,IT/SPO-IT0764A_00005_501,5,2004-06-22,29.0,ug.m-3
12494,IT/SPO-IT0764A_00005_501,5,2004-06-23,0.0,ug.m-3
12495,IT/SPO-IT0764A_00005_501,5,2004-06-24,0.0,ug.m-3
12496,IT/SPO-IT0764A_00005_501,5,2004-06-25,33.0,ug.m-3
12497,IT/SPO-IT0764A_00005_501,5,2004-06-26,20.0,ug.m-3
12498,IT/SPO-IT0764A_00005_501,5,2004-06-27,34.0,ug.m-3
12499,IT/SPO-IT0764A_00005_501,5,2004-06-28,44.0,ug.m-3
12500,IT/SPO-IT0764A_00005_501,5,2004-06-29,39.0,ug.m-3
12501,IT/SPO-IT0764A_00005_501,5,2004-06-30,27.0,ug.m-3
12502,IT/SPO-IT0764A_00005_501,5,2004-07-01,52.0,ug.m-3
12503,IT/SPO-IT0764A_00005_501,5,2004-07-02,38.0,ug.m-3
12504,IT/SPO-IT0764A_00005_501,5,2004-07-03,24.0,ug.m-3
12505,IT/SPO-IT0764A_00005_501,5,2004-07-04,34.0,ug.m-3
12506,IT/SPO-IT0764A_00005_501,5,2004-07-05,37.0,ug.m-3
12507,IT/SPO-IT0764A_00005_501,5,2004-07-06,36.0,ug.m-3
12508,IT/SPO-IT0764A_00005_501,5,2004-07-07,42.0,ug.m-3
12509,IT/SPO-IT0764A_00005_501,5,2004-07-08,28.0,ug.m-3
12510,IT/SPO-IT0764A_00005_501,5,2004-07-09,10.0,ug.m-3
12511,IT/SPO-IT0764A_00005_501,5,2004-07-10,29.0,ug.m-3
12512,IT/SPO-IT0764A_00005_501,5,2004-07-11,25.0,ug.m-3
12513,IT/SPO-IT0764A_00005_501,5,2004-07-12,10.0,ug.m-3
12514,IT/SPO-IT0764A_00005_501,5,2004-07-13,16.0,ug.m-3
12515,IT/SPO-IT0764A_00005_501,5,2004-07-14,19.0,ug.m-3
12516,IT/SPO-IT0764A_00005_501,5,2004-07-15,27.0,ug.m-3
12517,IT/SPO-IT0764A_00005_501,5,2004-07-16,38.0,ug.m-3
12518,IT/SPO-IT0764A_00005_501,5,2004-07-17,41.0,ug.m-3
12519,IT/SPO-IT0764A_00005_501,5,2004-07-18,31.0,ug.m-3
12520,IT/SPO-IT0764A_00005_501,5,2004-07-19,28.0,ug.m-3
12521,IT/SPO-IT0764A_00005_501,5,2004-07-20,37.0,ug.m-3
12522,IT/SPO-IT0764A_00005_501,5,2004-07-21,0.0,ug.m-3
12523,IT/SPO-IT0764A_00005_501,5,2004-07-22,40.0,ug.m-3
12524,IT/SPO-IT0764A_00005_501,5,2004-07-23,0.0,ug.m-3
12525,IT/SPO-IT0764A_00005_501,5,2004-07-24,27.0,ug.m-3
12526,IT/SPO-IT0764A_00005_501,5,2004-07-25,17.0,ug.m-3
12527,IT/SPO-IT0764A_00005_501,5,2004-07-26,28.0,ug.m-3
12528,IT/SPO-IT0764A_00005_501,5,2004-07-27,15.0,ug.m-3
12529,IT/SPO-IT0764A_00005_501,5,2004-07-28,25.0,ug.m-3
12530,IT/SPO-IT0764A_00005_501,5,2004-07-29,28.0,ug.m-3
12531,IT/SPO-IT0764A_00005_501,5,2004-07-30,46.0,ug.m-3
12532,IT/SPO-IT0764A_00005_501,5,2004-07-31,44.0,ug.m-3
12533,IT/SPO-IT0764A_00005_501,5,2004-08-01,41.0,ug.m-3
12534,IT/SPO-IT0764A_00005_501,5,2004-08-02,42.0,ug.m-3
12535,IT/SPO-IT0764A_00005_501,5,2004-08-03,0.0,ug.m-3
12536,IT/SPO-IT0764A_00005_501,5,2004-08-04,27.0,ug.m-3
12537,IT/SPO-IT0764A_00005_501,5,2004-08-05,13.0,ug.m-3
12538,IT/SPO-IT0764A_00005_501,5,2004-08-06,19.0,ug.m-3
12539,IT/SPO-IT0764A_00005_501,5,2004-08-07,22.0,ug.m-3
12540,IT/SPO-IT0764A_00005_501,5,2004-08-08,20.0,ug.m-3
12541,IT/SPO-IT0764A_00005_501,5,2004-08-09,29.0,ug.m-3
12542,IT/SPO-IT0764A_00005_501,5,2004-08-10,33.0,ug.m-3
12543,IT/SPO-IT0764A_00005_501,5,2004-08-11,21.0,ug.m-3
12544,IT/SPO-IT0764A_00005_501,5,2004-08-12,27.0,ug.m-3
12545,IT/SPO-IT0764A_00005_501,5,2004-08-13,9.0,ug.m-3
12546,IT/SPO-IT0764A_00005_501,5,2004-08-14,6.0,ug.m-3
12547,IT/SPO-IT0764A_00005_501,5,2004-08-15,6.0,ug.m-3
12548,IT/SPO-IT0764A_00005_501,5,2004-08-16,19.0,ug.m-3
12549,IT/SPO-IT0764A_00005_501,5,2004-08-17,23.0,ug.m-3
12550,IT/SPO-IT0764A_00005_501,5,2004-08-18,25.0,ug.m-3
12551,IT/SPO-IT0764A_00005_501,5,2004-08-19,17.0,ug.m-3
12552,IT/SPO-IT0764A_00005_501,5,2004-08-20,27.0,ug.m-3
12553,IT/SPO-IT0764A_00005_501,5,2004-08-21,5.0,ug.m-3
12554,IT/SPO-IT0764A_00005_501,5,2004-08-22,7.0,ug.m-3
12555,IT/SPO-IT0764A_00005_501,5,2004-08-23,48.0,ug.m-3
12556,IT/SPO-IT0764A_00005_501,5,2004-08-24,26.0,ug.m-3
12557,IT/SPO-IT0764A_00005_501,5,2004-08-25,25.0,ug.m-3
12558,IT/SPO-IT0764A_00005_501,5,2004-08-26,11.0,ug.m-3
12559,IT/SPO-IT0764A_00005_501,5,2004-08-27,10.0,ug.m-3
12560,IT/SPO-IT0764A_00005_501,5,2004-08-28,27.0,ug.m-3
12561,IT/SPO-IT0764A_00005_501,5,2004-08-29,26.0,ug.m-3
12562,IT/SPO-IT0764A_00005_501,5,2004-08-30,22.0,ug.m-3
12563,IT/SPO-IT0764A_00005_501,5,2004-08-31,35.0,ug.m-3
12564,IT/SPO-IT0764A_00005_501,5,2004-09-01,33.0,ug.m-3
12565,IT/SPO-IT0764A_00005_501,5,2004-09-02,43.0,ug.m-3
12566,IT/SPO-IT0764A_00005_501,5,2004-09-03,40.0,ug.m-3
12567,IT/SPO-IT0764A_00005_501,5,2004-09-04,43.0,ug.m-3
12568,IT/SPO-IT0764A_00005_501,5,2004-09-05,36.0,ug.m-3
12569,IT/SPO-IT0764A_00005_501,5,2004-09-06,38.0,ug.m-3
12570,IT/SPO-IT0764A_00005_501,5,2004-09-07,50.0,ug.m-3
12571,IT/SPO-IT0764A_00005_501,5,2004-09-08,54.0,ug.m-3
12572,IT/SPO-IT0764A_00005_501,5,2004-09-09,67.0,ug.m-3
12573,IT/SPO-IT0764A_00005_501,5,2004-09-10,45.0,ug.m-3
12574,IT/SPO-IT0764A_00005_501,5,2004-09-11,57.0,ug.m-3
12575,IT/SPO-IT0764A_00005_501,5,2004-09-12,43.0,ug.m-3
12576,IT/SPO-IT0764A_00005_501,5,2004-09-13,58.0,ug.m-3
12577,IT/SPO-IT0764A_00005_501,5,2004-09-14,56.0,ug.m-3
12578,IT/SPO-IT0764A_00005_501,5,2004-09-15,25.0,ug.m-3
12579,IT/SPO-IT0764A_00005_501,5,2004-09-16,17.0,ug.m-3
12580,IT/SPO-IT0764A_00005_501,5,2004-09-17,20.0,ug.m-3
12581,IT/SPO-IT0764A_00005_501,5,2004-09-18,71.0,ug.m-3
12582,IT/SPO-IT0764A_00005_501,5,2004-09-19,63.0,ug.m-3
12583,IT/SPO-IT0764A_00005_501,5,2004-09-20,68.0,ug.m-3
12584,IT/SPO-IT0764A_00005_501,5,2004-09-21,44.0,ug.m-3
12585,IT/SPO-IT0764A_00005_501,5,2004-09-22,34.0,ug.m-3
12586,IT/SPO-IT0764A_00005_501,5,2004-09-23,29.0,ug.m-3
12587,IT/SPO-IT0764A_00005_501,5,2004-09-24,35.0,ug.m-3
12588,IT/SPO-IT0764A_00005_501,5,2004-09-25,16.0,ug.m-3
12589,IT/SPO-IT0764A_00005_501,5,2004-09-26,22.0,ug.m-3
12590,IT/SPO-IT0764A_00005_501,5,2004-09-27,38.0,ug.m-3
12591,IT/SPO-IT0764A_00005_501,5,2004-09-28,45.0,ug.m-3
12592,IT/SPO-IT0764A_00005_501,5,2004-09-29,64.0,ug.m-3
12593,IT/SPO-IT0764A_00005_501,5,2004-09-30,58.0,ug.m-3
12594,IT/SPO-IT0764A_00005_501,5,2004-10-01,52.0,ug.m-3
12595,IT/SPO-IT0764A_00005_501,5,2004-10-02,64.0,ug.m-3
12596,IT/SPO-IT0764A_00005_501,5,2004-10-03,53.0,ug.m-3
12597,IT/SPO-IT0764A_00005_501,5,2004-10-04,79.0,ug.m-3
12598,IT/SPO-IT0764A_00005_501,5,2004-10-05,93.0,ug.m-3
12599,IT/SPO-IT0764A_00005_501,5,2004-10-06,104.0,ug.m-3
12600,IT/SPO-IT0764A_00005_501,5,2004-10-07,119.0,ug.m-3
12601,IT/SPO-IT0764A_00005_501,5,2004-10-08,74.0,ug.m-3
12602,IT/SPO-IT0764A_00005_501,5,2004-10-09,65.0,ug.m-3
12603,IT/SPO-IT0764A_00005_501,5,2004-10-10,53.0,ug.m-3
12604,IT/SPO-IT0764A_00005_501,5,2004-10-11,26.0,ug.m-3
12605,IT/SPO-IT0764A_00005_501,5,2004-10-12,27.0,ug.m-3
12606,IT/SPO-IT0764A_00005_501,5,2004-10-13,39.0,ug.m-3
12607,IT/SPO-IT0764A_00005_501,5,2004-10-14,59.0,ug.m-3
12608,IT/SPO-IT0764A_00005_501,5,2004-10-15,41.0,ug.m-3
12609,IT/SPO-IT0764A_00005_501,5,2004-10-16,30.0,ug.m-3
12610,IT/SPO-IT0764A_00005_501,5,2004-10-17,25.0,ug.m-3
12611,IT/SPO-IT0764A_00005_501,5,2004-10-18,60.0,ug.m-3
12612,IT/SPO-IT0764A_00005_501,5,2004-10-19,67.0,ug.m-3
12613,IT/SPO-IT0764A_00005_501,5,2004-10-20,39.0,ug.m-3
12614,IT/SPO-IT0764A_00005_501,5,2004-10-21,48.0,ug.m-3
12615,IT/SPO-IT0764A_00005_501,5,2004-10-22,80.0,ug.m-3
12616,IT/SPO-IT0764A_00005_501,5,2004-10-23,69.0,ug.m-3
12617,IT/SPO-IT0764A_00005_501,5,2004-10-24,102.0,ug.m-3
12618,IT/SPO-IT0764A_00005_501,5,2004-10-25,124.0,ug.m-3
12619,IT/SPO-IT0764A_00005_501,5,2004-10-26,56.0,ug.m-3
12620,IT/SPO-IT0764A_00005_501,5,2004-10-27,30.0,ug.m-3
12621,IT/SPO-IT0764A_00005_501,5,2004-10-28,45.0,ug.m-3
12622,IT/SPO-IT0764A_00005_501,5,2004-10-29,26.0,ug.m-3
12623,IT/SPO-IT0764A_00005_501,5,2004-10-30,23.0,ug.m-3
12624,IT/SPO-IT0764A_00005_501,5,2004-10-31,35.0,ug.m-3
12625,IT/SPO-IT0764A_00005_501,5,2004-11-01,21.0,ug.m-3
12626,IT/SPO-IT0764A_00005_501,5,2004-11-02,32.0,ug.m-3
12627,IT/SPO-IT0764A_00005_501,5,2004-11-03,58.0,ug.m-3
12628,IT/SPO-IT0764A_00005_501,5,2004-11-04,65.0,ug.m-3
12629,IT/SPO-IT0764A_00005_501,5,2004-11-05,95.0,ug.m-3
12630,IT/SPO-IT0764A_00005_501,5,2004-11-06,62.0,ug.m-3
12631,IT/SPO-IT0764A_00005_501,5,2004-11-07,12.0,ug.m-3
12632,IT/SPO-IT0764A_00005_501,5,2004-11-08,22.0,ug.m-3
12633,IT/SPO-IT0764A_00005_501,5,2004-11-09,35.0,ug.m-3
12634,IT/SPO-IT0764A_00005_501,5,2004-11-10,48.0,ug.m-3
12635,IT/SPO-IT0764A_00005_501,5,2004-11-11,27.0,ug.m-3
12636,IT/SPO-IT0764A_00005_501,5,2004-11-12,33.0,ug.m-3
12637,IT/SPO-IT0764A_00005_501,5,2004-11-13,22.0,ug.m-3
12638,IT/SPO-IT0764A_00005_501,5,2004-11-14,2.0,ug.m-3
12639,IT/SPO-IT0764A_00005_501,5,2004-11-15,63.0,ug.m-3
12640,IT/SPO-IT0764A_00005_501,5,2004-11-16,78.0,ug.m-3
12641,IT/SPO-IT0764A_00005_501,5,2004-11-17,130.0,ug.m-3
12642,IT/SPO-IT0764A_00005_501,5,2004-11-18,82.0,ug.m-3
12643,IT/SPO-IT0764A_00005_501,5,2004-11-19,43.0,ug.m-3
12644,IT/SPO-IT0764A_00005_501,5,2004-11-20,35.0,ug.m-3
12645,IT/SPO-IT0764A_00005_501,5,2004-11-21,53.0,ug.m-3
12646,IT/SPO-IT0764A_00005_501,5,2004-11-22,78.0,ug.m-3
12647,IT/SPO-IT0764A_00005_501,5,2004-11-23,50.0,ug.m-3
12648,IT/SPO-IT0764A_00005_501,5,2004-11-24,111.0,ug.m-3
12649,IT/SPO-IT0764A_00005_501,5,2004-11-25,147.0,ug.m-3
12650,IT/SPO-IT0764A_00005_501,5,2004-11-26,87.0,ug.m-3
12651,IT/SPO-IT0764A_00005_501,5,2004-11-27,81.0,ug.m-3
12652,IT/SPO-IT0764A_00005_501,5,2004-11-28,94.0,ug.m-3
12653,IT/SPO-IT0764A_00005_501,5,2004-11-29,47.0,ug.m-3
12654,IT/SPO-IT0764A_00005_501,5,2004-11-30,25.0,ug.m-3
12655,IT/SPO-IT0764A_00005_501,5,2004-12-01,0.0,ug.m-3
12656,IT/SPO-IT0764A_00005_501,5,2004-12-02,30.0,ug.m-3
12657,IT/SPO-IT0764A_00005_501,5,2004-12-03,53.0,ug.m-3
12658,IT/SPO-IT0764A_00005_501,5,2004-12-04,49.0,ug.m-3
12659,IT/SPO-IT0764A_00005_501,5,2004-12-05,39.0,ug.m-3
12660,IT/SPO-IT0764A_00005_501,5,2004-12-06,67.0,ug.m-3
12661,IT/SPO-IT0764A_00005_501,5,2004-12-07,77.0,ug.m-3
12662,IT/SPO-IT0764A_00005_501,5,2004-12-08,71.0,ug.m-3
12663,IT/SPO-IT0764A_00005_501,5,2004-12-09,73.0,ug.m-3
12664,IT/SPO-IT0764A_00005_501,5,2004-12-10,88.0,ug.m-3
12665,IT/SPO-IT0764A_00005_501,5,2004-12-11,78.0,ug.m-3
12666,IT/SPO-IT0764A_00005_501,5,2004-12-12,65.0,ug.m-3
12667,IT/SPO-IT0764A_00005_501,5,2004-12-13,88.0,ug.m-3
12668,IT/SPO-IT0764A_00005_501,5,2004-12-14,92.0,ug.m-3
12669,IT/SPO-IT0764A_00005_501,5,2004-12-15,86.0,ug.m-3
12670,IT/SPO-IT0764A_00005_501,5,2004-12-16,61.0,ug.m-3
12671,IT/SPO-IT0764A_00005_501,5,2004-12-17,61.0,ug.m-3
12672,IT/SPO-IT0764A_00005_501,5,2004-12-18,11.0,ug.m-3
12673,IT/SPO-IT0764A_00005_501,5,2004-12-19,41.0,ug.m-3
12674,IT/SPO-IT0764A_00005_501,5,2004-12-20,65.0,ug.m-3
12675,IT/SPO-IT0764A_00005_501,5,2004-12-21,71.0,ug.m-3
12676,IT/SPO-IT0764A_00005_501,5,2004-12-22,97.0,ug.m-3
12677,IT/SPO-IT0764A_00005_501,5,2004-12-23,104.0,ug.m-3
12678,IT/SPO-IT0764A_00005_501,5,2004-12-24,108.0,ug.m-3
12679,IT/SPO-IT0764A_00005_501,5,2004-12-25,76.0,ug.m-3
12680,IT/SPO-IT0764A_00005_501,5,2004-12-26,21.0,ug.m-3
12681,IT/SPO-IT0764A_00005_501,5,2004-12-27,51.0,ug.m-3
12682,IT/SPO-IT0764A_00005_501,5,2004-12-28,37.0,ug.m-3
12683,IT/SPO-IT0764A_00005_501,5,2004-12-29,4.0,ug.m-3
12684,IT/SPO-IT0764A_00005_501,5,2004-12-30,37.0,ug.m-3
12685,IT/SPO-IT0764A_00005_501,5,2004-12-31,64.0,ug.m-3
12686,IT/SPO-IT0764A_00005_501,5,2005-01-01,88.0,ug.m-3
12687,IT/SPO-IT0764A_00005_501,5,2005-01-02,56.0,ug.m-3
12688,IT/SPO-IT0764A_00005_501,5,2005-01-03,36.0,ug.m-3
12689,IT/SPO-IT0764A_00005_501,5,2005-01-04,44.0,ug.m-3
12690,IT/SPO-IT0764A_00005_501,5,2005-01-05,89.0,ug.m-3
12691,IT/SPO-IT0764A_00005_501,5,2005-01-06,58.0,ug.m-3
12692,IT/SPO-IT0764A_00005_501,5,2005-01-07,108.0,ug.m-3
12693,IT/SPO-IT0764A_00005_501,5,2005-01-08,80.0,ug.m-3
12694,IT/SPO-IT0764A_00005_501,5,2005-01-09,62.0,ug.m-3
12695,IT/SPO-IT0764A_00005_501,5,2005-01-10,76.0,ug.m-3
12696,IT/SPO-IT0764A_00005_501,5,2005-01-11,72.0,ug.m-3
12697,IT/SPO-IT0764A_00005_501,5,2005-01-12,90.0,ug.m-3
12698,IT/SPO-IT0764A_00005_501,5,2005-01-13,97.0,ug.m-3
12699,IT/SPO-IT0764A_00005_501,5,2005-01-14,129.0,ug.m-3
12700,IT/SPO-IT0764A_00005_501,5,2005-01-15,78.0,ug.m-3
12701,IT/SPO-IT0764A_00005_501,5,2005-01-16,79.0,ug.m-3
12702,IT/SPO-IT0764A_00005_501,5,2005-01-17,81.0,ug.m-3
12703,IT/SPO-IT0764A_00005_501,5,2005-01-18,86.0,ug.m-3
12704,IT/SPO-IT0764A_00005_501,5,2005-01-19,48.0,ug.m-3
12705,IT/SPO-IT0764A_00005_501,5,2005-01-20,54.0,ug.m-3
12706,IT/SPO-IT0764A_00005_501,5,2005-01-21,38.0,ug.m-3
12707,IT/SPO-IT0764A_00005_501,5,2005-01-22,10.0,ug.m-3
12708,IT/SPO-IT0764A_00005_501,5,2005-01-23,27.0,ug.m-3
12709,IT/SPO-IT0764A_00005_501,5,2005-01-24,36.0,ug.m-3
12710,IT/SPO-IT0764A_00005_501,5,2005-01-25,15.0,ug.m-3
12711,IT/SPO-IT0764A_00005_501,5,2005-01-26,18.0,ug.m-3
12712,IT/SPO-IT0764A_00005_501,5,2005-01-27,52.0,ug.m-3
12713,IT/SPO-IT0764A_00005_501,5,2005-01-28,79.0,ug.m-3
12714,IT/SPO-IT0764A_00005_501,5,2005-01-29,82.0,ug.m-3
12715,IT/SPO-IT0764A_00005_501,5,2005-01-30,87.0,ug.m-3
12716,IT/SPO-IT0764A_00005_501,5,2005-01-31,99.0,ug.m-3
12717,IT/SPO-IT0764A_00005_501,5,2005-02-01,45.0,ug.m-3
12718,IT/SPO-IT0764A_00005_501,5,2005-02-02,40.0,ug.m-3
12719,IT/SPO-IT0764A_00005_501,5,2005-02-03,31.0,ug.m-3
12720,IT/SPO-IT0764A_00005_501,5,2005-02-04,50.0,ug.m-3
12721,IT/SPO-IT0764A_00005_501,5,2005-02-05,48.0,ug.m-3
12722,IT/SPO-IT0764A_00005_501,5,2005-02-06,85.0,ug.m-3
12723,IT/SPO-IT0764A_00005_501,5,2005-02-07,101.0,ug.m-3
12724,IT/SPO-IT0764A_00005_501,5,2005-02-08,89.0,ug.m-3
12725,IT/SPO-IT0764A_00005_501,5,2005-02-09,125.0,ug.m-3
12726,IT/SPO-IT0764A_00005_501,5,2005-02-10,131.0,ug.m-3
12727,IT/SPO-IT0764A_00005_501,5,2005-02-11,106.0,ug.m-3
12728,IT/SPO-IT0764A_00005_501,5,2005-02-12,87.0,ug.m-3
12729,IT/SPO-IT0764A_00005_501,5,2005-02-13,47.0,ug.m-3
12730,IT/SPO-IT0764A_00005_501,5,2005-02-14,10.0,ug.m-3
12731,IT/SPO-IT0764A_00005_501,5,2005-02-15,19.0,ug.m-3
12732,IT/SPO-IT0764A_00005_501,5,2005-02-16,11.0,ug.m-3
12733,IT/SPO-IT0764A_00005_501,5,2005-02-17,34.0,ug.m-3
12734,IT/SPO-IT0764A_00005_501,5,2005-02-18,62.0,ug.m-3
12735,IT/SPO-IT0764A_00005_501,5,2005-02-19,88.0,ug.m-3
12736,IT/SPO-IT0764A_00005_501,5,2005-02-20,80.0,ug.m-3
12737,IT/SPO-IT0764A_00005_501,5,2005-02-21,35.0,ug.m-3
12738,IT/SPO-IT0764A_00005_501,5,2005-02-22,61.0,ug.m-3
12739,IT/SPO-IT0764A_00005_501,5,2005-02-23,61.0,ug.m-3
12740,IT/SPO-IT0764A_00005_501,5,2005-02-24,80.0,ug.m-3
12741,IT/SPO-IT0764A_00005_501,5,2005-02-25,76.0,ug.m-3
12742,IT/SPO-IT0764A_00005_501,5,2005-02-26,68.0,ug.m-3
12743,IT/SPO-IT0764A_00005_501,5,2005-02-27,60.0,ug.m-3
12744,IT/SPO-IT0764A_00005_501,5,2005-02-28,29.0,ug.m-3
12745,IT/SPO-IT0764A_00005_501,5,2005-03-01,44.0,ug.m-3
12746,IT/SPO-IT0764A_00005_501,5,2005-03-02,73.0,ug.m-3
12747,IT/SPO-IT0764A_00005_501,5,2005-03-03,91.0,ug.m-3
12748,IT/SPO-IT0764A_00005_501,5,2005-03-04,84.0,ug.m-3
12749,IT/SPO-IT0764A_00005_501,5,2005-03-05,87.0,ug.m-3
12750,IT/SPO-IT0764A_00005_501,5,2005-03-06,49.0,ug.m-3
12751,IT/SPO-IT0764A_00005_501,5,2005-03-07,22.0,ug.m-3
12752,IT/SPO-IT0764A_00005_501,5,2005-03-08,23.0,ug.m-3
12753,IT/SPO-IT0764A_00005_501,5,2005-03-09,20.0,ug.m-3
12754,IT/SPO-IT0764A_00005_501,5,2005-03-10,28.0,ug.m-3
12755,IT/SPO-IT0764A_00005_501,5,2005-03-11,59.0,ug.m-3
12756,IT/SPO-IT0764A_00005_501,5,2005-03-12,67.0,ug.m-3
12757,IT/SPO-IT0764A_00005_501,5,2005-03-13,27.0,ug.m-3
12758,IT/SPO-IT0764A_00005_501,5,2005-03-14,65.0,ug.m-3
12759,IT/SPO-IT0764A_00005_501,5,2005-03-15,82.0,ug.m-3
12760,IT/SPO-IT0764A_00005_501,5,2005-03-16,127.0,ug.m-3
12761,IT/SPO-IT0764A_00005_501,5,2005-03-17,124.0,ug.m-3
12762,IT/SPO-IT0764A_00005_501,5,2005-03-18,108.0,ug.m-3
12763,IT/SPO-IT0764A_00005_501,5,2005-03-19,52.0,ug.m-3
12764,IT/SPO-IT0764A_00005_501,5,2005-03-20,70.0,ug.m-3
12765,IT/SPO-IT0764A_00005_501,5,2005-03-21,55.0,ug.m-3
12766,IT/SPO-IT0764A_00005_501,5,2005-03-22,123.0,ug.m-3
12767,IT/SPO-IT0764A_00005_501,5,2005-03-23,112.0,ug.m-3
12768,IT/SPO-IT0764A_00005_501,5,2005-03-24,115.0,ug.m-3
12769,IT/SPO-IT0764A_00005_501,5,2005-03-25,101.0,ug.m-3
12770,IT/SPO-IT0764A_00005_501,5,2005-03-26,103.0,ug.m-3
12771,IT/SPO-IT0764A_00005_501,5,2005-03-27,22.0,ug.m-3
12772,IT/SPO-IT0764A_00005_501,5,2005-03-28,14.0,ug.m-3
12773,IT/SPO-IT0764A_00005_501,5,2005-03-29,14.0,ug.m-3
12774,IT/SPO-IT0764A_00005_501,5,2005-03-30,28.0,ug.m-3
12775,IT/SPO-IT0764A_00005_501,5,2005-03-31,29.0,ug.m-3
12776,IT/SPO-IT0764A_00005_501,5,2005-04-01,43.0,ug.m-3
12777,IT/SPO-IT0764A_00005_501,5,2005-04-02,46.0,ug.m-3
12778,IT/SPO-IT0764A_00005_501,5,2005-04-03,59.0,ug.m-3
12779,IT/SPO-IT0764A_00005_501,5,2005-04-04,53.0,ug.m-3
12780,IT/SPO-IT0764A_00005_501,5,2005-04-05,69.0,ug.m-3
12781,IT/SPO-IT0764A_00005_501,5,2005-04-06,84.0,ug.m-3
12782,IT/SPO-IT0764A_00005_501,5,2005-04-07,50.0,ug.m-3
12783,IT/SPO-IT0764A_00005_501,5,2005-04-08,26.0,ug.m-3
12784,IT/SPO-IT0764A_00005_501,5,2005-04-09,9.0,ug.m-3
12785,IT/SPO-IT0764A_00005_501,5,2005-04-10,9.0,ug.m-3
12786,IT/SPO-IT0764A_00005_501,5,2005-04-11,24.0,ug.m-3
12787,IT/SPO-IT0764A_00005_501,5,2005-04-12,30.0,ug.m-3
12788,IT/SPO-IT0764A_00005_501,5,2005-04-13,32.0,ug.m-3
12789,IT/SPO-IT0764A_00005_501,5,2005-04-14,36.0,ug.m-3
12790,IT/SPO-IT0764A_00005_501,5,2005-04-15,35.0,ug.m-3
12791,IT/SPO-IT0764A_00005_501,5,2005-04-16,24.0,ug.m-3
12792,IT/SPO-IT0764A_00005_501,5,2005-04-17,12.0,ug.m-3
12793,IT/SPO-IT0764A_00005_501,5,2005-04-18,13.0,ug.m-3
12794,IT/SPO-IT0764A_00005_501,5,2005-04-19,25.0,ug.m-3
12795,IT/SPO-IT0764A_00005_501,5,2005-04-20,19.0,ug.m-3
12796,IT/SPO-IT0764A_00005_501,5,2005-04-21,22.0,ug.m-3
12797,IT/SPO-IT0764A_00005_501,5,2005-04-22,31.0,ug.m-3
